20211216T,-2.528307,174.7202,169.0585,-0.5715514
20211215T,1.923998,181.2753,176.2908,0.6709266
20211214T,-2.013698,176.5682,172.534,-0.07413132
20211213T,-0.4671812,177.3829,173.4133,0.4568338
20211210T,2.944454,180.2224,176.1274,1.56086
20211209T,2.072882,175.5972,172.4552,1.304502
20211208T,5.164458,176.4743,171.595,1.8268
20211207T,4.472383,172.5655,168.764,1.418476
20211206T,2.233194,166.3248,163.2851,0.9429804
20211203T,-2.73166,162.9108,159.7803,-0.06182345
20211202T,-1.145741,164.9405,160.8672,-0.2398271
20211201T,1.06813,166.8361,161.3105,1.105673
20211130T,3.965254,166.6499,162.1929,0.9608683
20211129T,0.9002399,162.0546,159.3305,0.3360587
20211126T,-2.527313,158.1198,156.1336,-0.6203069
20211124T,-0.2001028,161.9814,160.7415,0.6388401
20211123T,-0.4963417,162.666,159.301,0.5759049
20211122T,1.32612,163.4126,158.236,1.515563
20211119T,2.641572,162.0646,157.9087,1.549596
20211118T,2.999738,158.9727,154.1048,1.458915
20211117T,1.841845,154.7125,150.7327,0.7838951
20211116T,0.7349749,152.2194,150.0845,0.2720096
20211115T,0.7934246,151.4735,148.2534,0.2689016
20211112T,0.7067223,151.5966,148.6913,0.05500732
20211111T,-1.045502,149.2706,147.7916,-0.3375644
20211110T,-1.534517,148.641,147.401,-0.705058
20211109T,-0.1615381,151.688,150.2327,0.06881917
20211108T,-0.1768761,151.3259,150.0859,-0.05502909
20211105T,0.04846859,151.9573,150.0904,0.2013589
20211104T,0.4517384,151.751,150.2582,0.2633815
20211103T,1.281953,152.5572,150.0989,0.3111695
20211102T,0.6893139,151.1686,148.9046,0.0709768
20211101T,-0.6692705,149.5557,148.2251,-0.03671905
20211029T,-1.319444,150.5346,148.2178,-0.39649
20211028T,1.905469,153.7463,150.3783,0.8761636
20211027T,-0.6348419,151.1558,148.2652,0.02987639
20211026T,0.5818624,150.1295,148.2722,0.3238147
20211025T,-0.2018442,149.3563,147.9713,0.07171556
20211022T,0.247695,149.2312,147.8462,0.3186508
20211021T,1.174317,150.0209,148.1911,0.5229948
20211020T,2.094203,149.9809,148.0461,0.831698
